Y_mm,S2_RX1_Low,S2_RX2_Low,S2_RX3_Low,S2_RX4_Low,S2_RX5_Low,S2_RX6_Low,S2_RX7_Low,S2_RX8_Low,S2_RX9_Low,S2_RX10_Low,S2_RX11_Low,S2_RX12_Low,S2_RX13_Low,S2_RX14_Low,S2_RX15_Low,S2_RX16_Low,S2_RX17_Low,S2_RX18_Low,S2_RX19_Low,S2_RX20_Low,S2_RX21_Low,S2_RX22_Low,S2_RX23_Low,S2_RX24_Low,S2_RX25_Low,S2_RX26_Low,S2_RX27_Low,S2_RX28_Low,S2_RX29_Low,S2_RX30_Low,S2_RX31_Low,S2_RX32_Low,S2_RX1_High,S2_RX2_High,S2_RX3_High,S2_RX4_High,S2_RX5_High,S2_RX6_High,S2_RX7_High,S2_RX8_High,S2_RX9_High,S2_RX10_High,S2_RX11_High,S2_RX12_High,S2_RX13_High,S2_RX14_High,S2_RX15_High,S2_RX16_High,S2_RX17_High,S2_RX18_High,S2_RX19_High,S2_RX20_High,S2_RX21_High,S2_RX22_High,S2_RX23_High,S2_RX24_High,S2_RX25_High,S2_RX26_High,S2_RX27_High,S2_RX28_High,S2_RX29_High,S2_RX30_High,S2_RX31_High,S2_RX32_High
0.0000,-45.4767,-45.8502,-47.4003,-46.8709,-46.3175,-46.8510,-46.7337,-47.2776,-44.6521,-47.1455,-46.4635,-46.4700,-45.6521,-46.6675,-46.2357,-44.9521,-44.9769,-47.8894,-47.3963,-45.1251,-46.6145,-47.8755,-45.7898,-43.7353,-48.3715,-47.0245,-44.8226,-43.0705,-51.0354,-46.0233,-43.8927,-41.7093,-42.9007,-43.4368,-42.6631,-42.8090,-42.5647,-42.1697,-43.6520,-43.4735,-42.3348,-43.0472,-42.9609,-43.4342,-41.9097,-42.4963,-42.3509,-41.2327,-42.2091,-43.0065,-43.1408,-40.2702,-42.9897,-44.7071,-42.0651,-40.8132,-43.9225,-42.1453,-40.8727,-38.0938,-46.4042,-41.5995,-38.5386,-38.3433
10.0000,-45.3348,-46.6278,-46.4606,-47.2747,-46.2914,-46.8986,-46.5300,-47.0767,-45.0190,-46.9203,-47.3519,-45.6755,-45.2004,-47.4839,-47.6411,-46.4279,-45.5792,-47.4137,-46.1886,-45.1853,-45.8370,-47.6760,-46.0927,-44.3089,-47.4663,-47.7646,-43.9628,-42.5993,-50.9878,-45.3773,-43.5051,-41.5047,-41.4106,-42.5219,-43.6372,-43.0429,-42.7748,-42.4621,-43.8857,-42.4325,-41.7696,-41.7403,-42.4239,-41.6053,-42.1452,-42.8460,-43.1181,-41.7747,-40.8359,-43.9582,-42.3911,-40.5682,-43.2137,-43.4946,-41.4199,-39.7404,-43.4190,-42.8736,-40.8724,-38.5415,-46.3417,-40.5861,-39.7138,-37.3578
20.0000,-47.0923,-46.0224,-47.3740,-47.8075,-45.9908,-47.2731,-46.7185,-46.2392,-46.3751,-47.5351,-47.9866,-45.5457,-44.6850,-46.5491,-46.9143,-45.7254,-46.3341,-47.2328,-47.1687,-45.8114,-47.2007,-47.8621,-45.4521,-44.6687,-47.0004,-47.3902,-44.4298,-43.3731,-51.1319,-45.5694,-43.8995,-42.1727,-42.3120,-43.5809,-42.9632,-42.7912,-41.4335,-42.7994,-43.6757,-43.5910,-41.7254,-43.3784,-42.9987,-41.5663,-40.7521,-42.3379,-43.7058,-41.6968,-42.4037,-43.4195,-42.3247,-40.8148,-41.3857,-44.5318,-41.0125,-40.3516,-44.1644,-43.0155,-41.1890,-39.4511,-46.9134,-42.1208,-38.3408,-38.8822
30.0000,-45.7348,-47.2262,-46.8871,-46.8911,-45.4311,-46.3258,-47.4179,-47.4244,-45.9648,-47.4020,-47.7475,-45.9720,-46.2613,-47.2296,-47.6829,-45.0259,-45.8707,-46.8898,-46.7920,-45.5026,-45.8230,-47.0147,-44.7877,-44.3814,-47.5907,-46.5695,-44.5964,-42.0320,-49.9158,-45.3919,-43.5703,-41.5014,-42.5814,-43.7716,-44.2360,-44.0093,-41.2541,-42.1559,-43.7262,-43.0075,-40.6540,-43.3935,-42.8075,-43.4068,-42.2893,-43.4315,-42.1325,-42.4058,-42.4181,-43.1146,-42.4140,-40.6801,-41.9666,-44.2835,-41.3890,-40.2502,-44.5395,-43.8661,-40.7236,-39.7124,-46.5142,-40.7444,-39.7940,-37.6785
40.0000,-46.4222,-46.1679,-46.4938,-48.0226,-45.9513,-47.2731,-47.0904,-47.0798,-46.5057,-47.2788,-46.5243,-47.4362,-45.4325,-46.8047,-47.2849,-45.2916,-45.1893,-46.4288,-46.3930,-45.4683,-46.3746,-48.1914,-46.5123,-44.7551,-48.2539,-47.9688,-43.8462,-42.8462,-50.4507,-44.2752,-42.8556,-41.0094,-42.0420,-43.8373,-42.8957,-43.9541,-40.9155,-42.3527,-43.2230,-43.5811,-40.6632,-42.3368,-43.9908,-42.3731,-41.3318,-43.5837,-43.7304,-41.7328,-41.6878,-43.5102,-43.5238,-41.7211,-41.6573,-43.4159,-42.2532,-40.7281,-43.3880,-42.5625,-40.2915,-38.4298,-45.6478,-41.6041,-38.8650,-38.0317
50.0000,-45.9561,-47.0366,-46.4882,-46.7191,-45.4479,-46.4773,-46.8630,-46.8751,-45.7449,-47.6516,-46.1392,-47.4309,-46.1409,-47.4463,-46.9639,-46.2048,-45.0858,-46.6052,-47.3066,-44.3901,-47.0861,-48.1655,-46.3201,-43.9646,-48.7721,-47.8012,-44.4106,-43.9803,-49.3812,-45.9685,-42.5817,-41.1116,-42.3708,-41.9199,-43.1522,-43.6885,-40.9493,-43.0759,-43.3433,-43.1929,-42.3953,-43.5178,-43.1375,-41.9226,-40.6787,-42.9408,-43.6868,-42.1323,-42.5036,-42.6194,-42.4768,-40.9890,-43.2946,-43.5947,-41.5316,-39.7085,-44.4014,-43.8909,-40.8749,-39.6802,-46.2933,-40.3234,-38.9196,-38.1486
60.0000,-45.4957,-47.5422,-47.8462,-47.8758,-45.2970,-47.4367,-47.5905,-47.8648,-45.5244,-47.3156,-47.8906,-46.6367,-44.8007,-47.6050,-46.8085,-45.4619,-45.2539,-47.5761,-45.7432,-44.3891,-47.0866,-47.7903,-44.8268,-44.6383,-47.3767,-47.9291,-44.0774,-42.4114,-50.1600,-45.7400,-42.2462,-41.9977,-41.4595,-43.0892,-42.2351,-43.0242,-41.3064,-42.3833,-42.4136,-42.7859,-42.3996,-41.8215,-43.9293,-43.4252,-41.9117,-43.3126,-43.1064,-41.8187,-42.4974,-42.4040,-42.4574,-41.6801,-41.5553,-43.8860,-41.5383,-40.5481,-44.8266,-42.5007,-39.5504,-38.0837,-46.1125,-40.9538,-39.2422,-37.2409
70.0000,-45.9869,-47.3401,-48.3663,-47.4571,-44.9054,-46.3946,-47.8362,-46.8116,-44.7384,-47.3878,-47.3803,-46.5064,-44.7080,-47.7251,-47.2071,-46.4238,-45.9723,-47.4613,-46.0639,-45.7508,-45.7091,-46.9831,-45.9360,-43.2878,-48.5710,-46.2630,-44.2408,-42.9743,-49.9682,-44.7594,-43.4215,-40.8552,-41.8065,-43.6020,-43.9068,-44.2484,-42.4515,-43.3833,-42.9708,-43.1116,-41.5943,-41.8292,-42.4930,-42.0215,-41.3186,-43.6240,-42.8475,-41.4820,-41.0702,-42.2152,-41.8247,-41.4896,-41.3974,-44.3451,-40.9475,-39.8921,-44.3443,-42.7995,-40.8144,-39.4247,-46.9241,-40.7232,-38.7515,-37.9127
80.0000,-45.5522,-47.4039,-46.9981,-47.8869,-46.6567,-47.1035,-47.6149,-47.3228,-44.9816,-46.4832,-46.9878,-45.9735,-46.1353,-46.4807,-47.8556,-45.5776,-45.3969,-47.7874,-47.0803,-44.6481,-45.5377,-47.5071,-45.6327,-44.7570,-47.6532,-46.8230,-43.8184,-43.4827,-49.9529,-44.9382,-42.5529,-40.9620,-42.5939,-43.0531,-43.1030,-42.3195,-41.5818,-42.7133,-43.9982,-43.0270,-41.6752,-43.6033,-42.6727,-42.9565,-41.6759,-43.5865,-42.7267,-41.7867,-41.3438,-42.3162,-42.8939,-41.1897,-42.8489,-42.9370,-40.8744,-40.8075,-44.0079,-44.0365,-41.3283,-38.1876,-46.9935,-40.6993,-38.1665,-37.6620
90.0000,-45.6761,-47.3221,-47.5442,-48.0451,-46.6564,-46.9368,-46.8413,-47.2293,-45.3461,-46.9978,-47.8329,-46.7588,-45.6407,-46.4757,-47.2944,-46.1454,-45.8128,-47.0100,-47.2121,-45.6809,-46.0341,-46.7549,-46.0062,-44.0127,-48.8711,-47.0625,-43.6510,-41.9526,-49.7700,-44.3700,-42.3027,-42.5015,-42.0957,-42.0684,-43.6285,-43.7557,-42.5366,-42.5481,-44.1557,-42.8910,-40.7814,-42.2557,-44.0176,-43.2744,-42.1756,-42.4735,-43.4527,-41.1996,-42.4886,-44.0541,-42.5750,-40.6288,-42.7573,-43.0854,-40.8828,-40.2367,-44.0849,-43.1060,-39.6771,-38.1377,-46.0685,-42.1188,-39.2806,-38.3003
100.0000,-45.4494,-46.2700,-47.2246,-48.1465,-46.6965,-46.2958,-47.5707,-47.1818,-45.0985,-46.1347,-47.2238,-45.5633,-45.2284,-47.6956,-47.5475,-45.2363,-45.7647,-46.5710,-46.0572,-45.0652,-46.7929,-48.5425,-46.4453,-44.0872,-48.1124,-46.6073,-44.0000,-42.9298,-50.9064,-44.2242,-43.3174,-40.8715,-43.0893,-43.8265,-43.7664,-42.4748,-40.9414,-42.5631,-43.8922,-43.5700,-41.0044,-42.3284,-42.1763,-41.6727,-41.4500,-42.1092,-42.8345,-41.0812,-41.7433,-43.2831,-43.0504,-40.1399,-41.7227,-44.4972,-40.9731,-39.6212,-44.8328,-43.0631,-39.5246,-38.4743,-45.3547,-40.5383,-39.1342,-37.7217
110.0000,-45.4939,-47.6676,-48.1235,-47.9513,-45.2009,-46.4970,-47.6687,-47.2819,-44.6621,-45.7831,-46.8280,-46.5708,-46.0212,-47.1226,-46.9772,-46.7812,-46.1460,-46.3206,-46.8809,-45.9611,-46.4432,-47.6957,-46.5551,-43.9244,-48.8664,-46.5760,-44.1629,-42.5944,-50.6688,-45.2703,-42.7842,-41.8547,-42.0531,-42.5195,-44.3345,-42.3694,-41.9868,-42.0550,-44.0382,-42.8331,-41.2068,-41.9852,-42.6276,-42.7171,-41.0782,-42.0418,-43.3308,-41.5088,-41.0197,-43.3903,-41.5925,-40.1010,-42.4390,-43.2045,-41.5388,-39.7182,-43.5562,-42.8550,-40.4920,-38.4393,-46.5997,-40.2985,-38.0852,-38.2778
120.0000,-45.5653,-47.4108,-48.1346,-46.5616,-45.2068,-45.8938,-46.6507,-46.8098,-46.5174,-46.5277,-47.2696,-45.9055,-44.9146,-47.4508,-46.5489,-45.4993,-45.6173,-47.5619,-47.1745,-45.7759,-45.8980,-47.0390,-45.4500,-44.2905,-47.0408,-47.8499,-43.7044,-41.9096,-50.5287,-45.0753,-42.8631,-42.1087,-41.5356,-42.7526,-43.1014,-43.6219,-42.1956,-41.9635,-44.0907,-43.7064,-41.5765,-42.4399,-43.1309,-42.7395,-40.8221,-43.6224,-42.8107,-42.5684,-41.9260,-43.7654,-42.9932,-40.7534,-42.8981,-43.9760,-41.6679,-39.5735,-43.9639,-42.3234,-41.2474,-38.4973,-46.5024,-41.6803,-38.5160,-38.2256
