Y_mm,S1_RX1_Low,S1_RX2_Low,S1_RX3_Low,S1_RX4_Low,S1_RX5_Low,S1_RX6_Low,S1_RX7_Low,S1_RX8_Low,S1_RX9_Low,S1_RX10_Low,S1_RX11_Low,S1_RX12_Low,S1_RX13_Low,S1_RX14_Low,S1_RX15_Low,S1_RX16_Low,S1_RX17_Low,S1_RX18_Low,S1_RX19_Low,S1_RX20_Low,S1_RX21_Low,S1_RX22_Low,S1_RX23_Low,S1_RX24_Low,S1_RX25_Low,S1_RX26_Low,S1_RX27_Low,S1_RX28_Low,S1_RX29_Low,S1_RX30_Low,S1_RX31_Low,S1_RX32_Low,S1_RX1_High,S1_RX2_High,S1_RX3_High,S1_RX4_High,S1_RX5_High,S1_RX6_High,S1_RX7_High,S1_RX8_High,S1_RX9_High,S1_RX10_High,S1_RX11_High,S1_RX12_High,S1_RX13_High,S1_RX14_High,S1_RX15_High,S1_RX16_High,S1_RX17_High,S1_RX18_High,S1_RX19_High,S1_RX20_High,S1_RX21_High,S1_RX22_High,S1_RX23_High,S1_RX24_High,S1_RX25_High,S1_RX26_High,S1_RX27_High,S1_RX28_High,S1_RX29_High,S1_RX30_High,S1_RX31_High,S1_RX32_High
0.0000,-46.3420,-47.2599,-45.9570,-45.0330,-46.6143,-46.5083,-46.1677,-45.0241,-46.7138,-47.8676,-47.1941,-44.8375,-45.7812,-47.5837,-47.4179,-45.6553,-45.0698,-45.5881,-47.8080,-46.7130,-43.0088,-44.6002,-47.7345,-46.5092,-42.3054,-42.6202,-45.7690,-49.0563,-40.7193,-40.9459,-43.1531,-47.4696,-42.4189,-43.1207,-42.7667,-42.0958,-42.4201,-43.2758,-42.1734,-41.9685,-41.4418,-43.9549,-43.4710,-41.7420,-41.4209,-41.9909,-43.7560,-41.0525,-39.6917,-41.3440,-43.9770,-42.5908,-39.7882,-41.1461,-42.9874,-42.5106,-37.2857,-39.1192,-42.1993,-46.3328,-36.9939,-38.8312,-39.4664,-42.8140
10.0000,-47.5713,-47.8937,-45.9508,-45.7758,-46.1373,-46.4802,-46.7914,-45.8811,-46.6612,-47.3412,-46.2886,-44.6351,-45.9925,-46.5766,-48.0978,-46.0768,-44.5386,-45.4837,-47.5874,-45.7336,-44.0689,-45.4786,-46.4261,-47.9776,-42.9362,-43.5986,-45.9140,-48.3795,-41.9085,-42.0654,-44.5450,-46.7989,-43.2791,-43.9791,-42.0997,-42.1523,-42.3871,-43.1383,-43.0155,-42.6718,-41.7732,-42.2297,-43.2060,-40.9846,-41.7073,-41.9010,-43.9217,-42.2197,-39.9205,-42.1395,-42.8656,-42.8379,-39.0764,-39.6369,-43.5951,-44.2000,-37.9334,-39.7873,-42.2963,-46.4260,-37.1510,-38.1272,-39.7243,-43.6309
20.0000,-47.0423,-46.4664,-46.0167,-46.8465,-46.3894,-47.2916,-47.1884,-45.9448,-45.3560,-46.5986,-47.4587,-45.8284,-44.2565,-46.4071,-47.3955,-45.1719,-43.2704,-45.4327,-47.1674,-46.4479,-43.1566,-44.5283,-47.9932,-47.6898,-42.0000,-43.7587,-46.2615,-49.6975,-42.1610,-41.8440,-44.3925,-48.1979,-43.8144,-42.4281,-42.6782,-41.0158,-41.8475,-43.0019,-43.6082,-40.9019,-41.8148,-42.3682,-42.3859,-41.1313,-41.2752,-42.8905,-42.5767,-40.8193,-40.5448,-42.6185,-43.8791,-42.0108,-38.7838,-39.7292,-42.6051,-42.4264,-38.9249,-39.2747,-41.3913,-45.0823,-37.9468,-38.4845,-39.1545,-44.2796
30.0000,-47.7708,-47.8705,-46.3959,-45.0976,-46.1720,-47.0107,-45.9025,-46.4079,-45.6564,-46.4036,-46.1994,-46.1670,-45.4969,-47.2420,-46.6350,-44.7489,-44.8975,-45.7391,-47.1625,-46.7745,-43.2259,-44.3305,-46.7847,-46.8843,-41.1922,-43.8869,-44.9343,-50.0712,-40.9934,-41.8145,-43.5854,-48.1144,-44.0090,-42.7728,-41.8890,-41.7063,-42.2855,-43.1045,-42.1734,-41.4742,-42.0443,-43.1437,-42.1001,-41.0244,-41.2523,-41.8206,-42.4693,-42.4310,-39.7890,-41.7635,-42.6965,-43.0435,-39.4325,-40.0472,-43.7681,-42.9557,-37.1030,-38.5811,-41.6449,-45.1011,-37.5546,-38.2218,-39.9709,-42.9140
40.0000,-47.5579,-47.9611,-47.5343,-46.0500,-45.9235,-47.6707,-47.1050,-45.4035,-46.0056,-46.3577,-46.1840,-46.0642,-45.6635,-47.2295,-47.5946,-44.7163,-43.1645,-45.0411,-47.1867,-46.9050,-43.8221,-43.6628,-46.6682,-48.0194,-41.9937,-42.9306,-45.7384,-49.8561,-41.7079,-41.6542,-43.8963,-47.2274,-43.6899,-42.3373,-42.1359,-41.3272,-43.2043,-42.9671,-42.3494,-42.6494,-42.0533,-43.6442,-42.0378,-41.0235,-40.1501,-42.1316,-42.8930,-41.8292,-41.1584,-41.9283,-44.0554,-42.1061,-38.6255,-41.1086,-42.1055,-44.1639,-37.6993,-39.2579,-42.3742,-44.7850,-37.3072,-38.8965,-39.0650,-43.3568
50.0000,-46.4127,-48.2798,-47.2912,-45.1368,-45.7054,-48.1142,-47.6595,-45.1693,-46.5062,-46.1115,-47.7245,-46.2226,-44.2462,-47.5603,-47.4563,-46.1192,-43.7537,-45.6326,-48.0083,-46.5552,-43.9713,-43.9477,-47.2222,-47.8311,-42.1875,-43.5079,-44.9706,-50.1209,-40.8159,-42.5256,-43.0398,-47.3650,-43.3981,-43.3779,-41.9545,-41.5593,-43.0343,-43.8980,-43.2516,-40.8110,-41.8273,-43.7539,-43.0691,-40.9850,-40.4619,-43.4718,-43.3366,-41.5576,-39.2637,-42.0534,-42.9242,-41.1404,-39.3371,-39.7238,-43.3165,-43.9923,-38.4791,-39.7727,-42.3135,-44.4834,-38.1511,-38.4304,-40.2075,-43.3811
60.0000,-46.7906,-46.6355,-46.5865,-46.2065,-45.5950,-46.8820,-46.7018,-45.5489,-46.7864,-47.3729,-46.1880,-45.6191,-44.7751,-47.0777,-46.2585,-45.1254,-43.3566,-44.8407,-47.5007,-45.5846,-43.1384,-45.0036,-46.8975,-47.4090,-41.5998,-42.9152,-44.6472,-49.5227,-40.8556,-42.6201,-44.4059,-48.4575,-43.2281,-42.8483,-43.4617,-42.1558,-42.8854,-42.4455,-42.8640,-41.9965,-40.9515,-43.2720,-42.0250,-41.6772,-41.5988,-42.3274,-42.3574,-41.4550,-40.2110,-42.6717,-43.2240,-41.6555,-38.6426,-41.0448,-42.8369,-42.2211,-38.6082,-40.2799,-40.5882,-45.8792,-38.4404,-38.7008,-39.2466,-43.6115
70.0000,-46.8925,-47.4070,-46.4870,-46.1753,-47.3779,-47.8084,-46.0341,-45.1087,-46.3809,-46.9505,-47.7767,-45.0262,-45.2860,-46.4203,-46.6911,-46.5735,-43.5786,-45.4812,-48.0866,-45.6234,-42.5638,-43.9330,-47.6356,-46.8332,-41.9578,-44.0937,-44.6528,-49.7541,-41.6516,-41.4811,-43.6869,-47.1229,-43.4321,-44.1936,-42.4947,-41.7616,-42.2352,-43.8429,-42.1880,-41.8057,-42.8821,-43.2250,-43.2094,-41.5286,-41.4757,-43.5302,-43.4409,-40.8759,-39.3166,-41.7567,-42.9383,-42.6919,-38.3672,-40.2933,-43.5245,-42.4143,-37.4435,-39.4010,-40.7366,-45.7219,-37.8116,-37.7783,-40.3613,-42.7766
80.0000,-47.7137,-46.8035,-46.7513,-46.1836,-46.6684,-47.2202,-46.6372,-45.6096,-46.9269,-46.3700,-46.7366,-45.8120,-45.2558,-46.7999,-46.1805,-46.2449,-44.8061,-46.4141,-47.6190,-45.2061,-43.8254,-45.3677,-46.1290,-47.8615,-42.2249,-43.8391,-45.5562,-49.0714,-41.9500,-43.5580,-44.5088,-50.2952,-43.5990,-43.1838,-42.1904,-41.8745,-41.7466,-44.0442,-41.8801,-41.3040,-42.2171,-43.5948,-43.4814,-40.9052,-40.2734,-41.9170,-44.0406,-42.1115,-39.9595,-42.2857,-43.9639,-41.1957,-38.4621,-41.2552,-42.7719,-42.3998,-37.2144,-40.1065,-42.0768,-46.1797,-37.6091,-38.4426,-41.1398,-44.7482
90.0000,-46.6319,-46.3290,-46.0682,-45.0062,-45.8642,-48.1127,-45.8025,-45.4334,-45.3395,-47.3730,-47.1577,-46.3488,-44.7616,-46.1509,-47.3002,-46.5409,-43.9604,-45.9739,-47.8537,-45.1013,-43.0399,-44.8880,-47.8692,-46.4704,-43.3332,-43.9849,-45.6990,-48.6993,-42.1139,-41.9046,-44.9838,-48.5451,-43.7266,-43.6074,-43.2023,-41.9155,-43.2406,-44.0044,-41.8569,-42.1097,-42.4243,-42.5696,-43.6804,-41.6986,-40.6932,-42.1725,-42.6273,-41.0598,-40.2395,-40.8977,-44.3217,-41.7225,-39.0829,-39.7845,-42.5242,-42.5256,-39.1658,-39.0904,-41.4955,-43.7842,-37.9649,-37.8757,-41.4925,-45.7807
